Id,Size,Label
철근,0.031217299451575115,철근
거푸집,0.027818432319897838,거푸집
설치,0.02684683004234609,설치
자재,0.02657289508790326,자재
이동,0.025951150298285517,이동
바닥,0.02348906313022,바닥
안전,0.01893440766878337,안전
비계,0.018226620039781902,비계
상부,0.018034647378007508,상부
고정,0.017419399220808592,고정
철근,0.03579476882997596,철근
거푸집,0.03434808811348774,거푸집
손가락,0.03277508204119063,손가락
자재,0.027140175126771336,자재
상태,0.02380282178993171,상태
벽체,0.022409370281073288,벽체
유로폼,0.022207261856442555,유로폼
바닥,0.020158201776565566,바닥
미흡,0.01988249977987485,미흡
설치,0.01951893951861594,설치
부주의,0.22561284862586972,부주의
자의,0.1525829950164825,자의
과실,0.12662610868959248,과실
단순,0.10283789476025103,단순
불안전,0.09674895407475693,불안전
행동,0.08273164935480175,행동
이동,0.06050857957378203,이동
자세,0.05717782427024938,자세
개인,0.0420095266004726,개인
발판,0.037628307530689666,발판
골절,0.10005835757082733,골절
발목,0.03518616885597383,발목
오른쪽,0.03377872210173488,오른쪽
부상,0.033621684614429694,부상
철근,0.03253829877043904,철근
장갑,0.030486038763282056,장갑
왼쪽,0.030254122042903203,왼쪽
거푸집,0.029869481662126288,거푸집
손가락,0.028589249630348913,손가락
무릎,0.027115288142641216,무릎
근로자,0.2340498611220677,근로자
부주의,0.06987011984501021,부주의
행동,0.05989969829452891,행동
불안전,0.05304648467027637,불안전
미흡,0.045951219444835226,미흡
이동,0.03835126954492017,이동
안전,0.03416578857647961,안전
통로,0.026336260602768523,통로
자재,0.025188070601261037,자재
비계,0.02256438006348795,비계
계단,0.2583802483501746,계단
사다리,0.21576117444115517,사다리
이동,0.053004189425719245,이동
이용,0.04301024522150845,이용
설치,0.038034283113139195,설치
이동식,0.03654161138310788,이동식
비계,0.03647127429016163,비계
승강,0.030869279512291816,승강
난간,0.029562233482516874,난간
낙상,0.028611426043389683,낙상
미흡,0.17235523838278727,미흡
질병,0.09987647177554224,질병
질환,0.09787015167686759,질환
원인,0.06817989128374546,원인
골격계,0.059866687649325054,골격계
개인,0.04722146433796894,개인
심근경색,0.046713607170282015,심근경색
주시,0.04477259379453861,주시
전방,0.04329464875265748,전방
피로,0.03546736555040029,피로
철근,0.190622036406061,철근
운반,0.1503825361868721,운반
자재,0.10194157933208685,자재
배근,0.09382924342844065,배근
이동,0.0620863590338514,이동
기초,0.0428423971004578,기초
상부,0.04096003935766682,상부
가공,0.033077581790280385,가공
부주의,0.02992122219151772,부주의
실족,0.026229773424979785,실족
콘크리트,0.26143483751412017,콘크리트
펌프,0.06887119011516156,펌프
배관,0.04086748628169666,배관
바닥,0.03631749593146755,바닥
호스,0.0334791383327172,호스
잔재,0.0311882485376922,잔재
분배,0.02755210524304352,분배
망치,0.026966839852328044,망치
이동,0.02490779347923808,이동
철근콘크리트,0.024675488962696116,철근콘크리트
호수,0.2205702856550278,호수
물이,0.09158565984336249,물이
신호,0.07037796381102307,신호
빗물,0.058509027039005256,빗물
크레인,0.053701305270544286,크레인
타워,0.04964456447516451,타워
인양,0.04516528950340174,인양
운전,0.036244070288742505,운전
바람,0.03204804359179435,바람
유도,0.02898429014563327,유도
목재,0.350355266150642,목재
절단,0.11269263742226472,절단
톱날,0.07756257691186941,톱날
합판,0.05275843783475074,합판
스킬,0.04339140752497923,스킬
나무,0.04181173839658583,나무
공용,0.040847633428160016,공용
사용,0.03425179197870893,사용
가공,0.033811501303687014,가공
원형,0.03350811438975736,원형
안전,0.23134164480873237,안전
난간,0.08535557245179413,난간
보호,0.06904857184667694,보호
의식,0.06787829333004534,의식
설치,0.061497561931777155,설치
준수,0.05864829175976093,준수
부족,0.05066229568389836,부족
미착,0.04597607413990775,미착
시설,0.04506860491116525,시설
추락,0.04202435601436531,추락
운전,0.1038212288652123,운전
차량,0.10183021566928267,차량
트리,0.07677235441575889,트리
아웃,0.07515263850467001,아웃
지게차,0.06404827625106439,지게차
추락사고,0.06052195228117287,추락사고
크레인,0.05863487319868681,크레인
트럭,0.054400025030434444,트럭
적재,0.05422168747873607,적재
주차장,0.049097793891598546,주차장
포트,0.2630147071008706,포트
펌프,0.2270867858838576,펌프
레미콘,0.06538839577108525,레미콘
차량,0.05880526361828774,차량
고정,0.052020400421128855,고정
호퍼,0.0443347636096303,호퍼
호스,0.039579499773475316,호스
후진,0.03268062018810217,후진
슈트,0.03058949218596218,슈트
압력,0.028279939154094005,압력
시스템,0.1843946800256331,시스템
발판,0.14319019893019214,발판
비계,0.12749253448383202,비계
설치,0.12708417486021395,설치
동바리,0.09297643190463968,동바리
이동식,0.09035155947292337,이동식
추락,0.06024730685245293,추락
실족,0.05255239560544623,실족
이동,0.0377620067398052,이동
거푸집,0.03476442407127764,거푸집
안경,0.4112076625584565,안경
미착,0.19097753873500142,미착
착용,0.1588240622471349,착용
램프,0.12256133125434274,램프
보호,0.11685142927899175,보호
지급,0.07611799383055202,지급
안전모,0.0722231010887587,안전모
개인,0.06580398502652153,개인
안구,0.06042854493279414,안구
일체,0.05194304423883547,일체
의사소통,0.3457509375360955,의사소통
신호,0.2966941982436476,신호
자간,0.2567651678688789,자간
소통,0.25451295045516614,소통
상호,0.14992938178745094,상호
부재,0.12135533835593793,부재
미흡,0.1179066517118613,미흡
체계,0.11627035919894885,체계
인조,0.08878225221663134,인조
일치,0.08150831134400374,일치
교육,0.3241649099538615,교육
안전교육,0.16975458175977803,안전교육
미흡,0.15332031035323304,미흡
대한,0.12118219957639827,대한
방법,0.0875099383065045,방법
외국인,0.08072125629932111,외국인
요인,0.07960773343065172,요인
부족,0.07733608387082717,부족
관리,0.05615447244426897,관리
장소,0.05349512054446377,장소
균형,0.7626117647757258,균형
각목,0.18491189655736442,각목
인써트플레이트,0.09766158069863264,인써트플레이트
과정,0.08791617964830141,과정
벽체,0.08193872687641911,벽체
발의,0.0809701406967128,발의
상체,0.0809701406967128,상체
배관,0.07690965490603638,배관
반발력,0.07609228123484241,반발력
바닥,0.07594100220207807,바닥
관리,0.2933855206472884,관리
자의,0.25242092720904646,자의
감독,0.18909321012329555,감독
부재,0.16429645808188523,부재
관리자,0.15183918918164396,관리자
협조,0.12470632612286936,협조
부공,0.1140471649547695,부공
행정,0.1140471649547695,행정
결정,0.10781388042441656,결정
관계자,0.10781388042441656,관계자
